"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,17000000,"１Ｋ",15,"2000年","ＲＣ","住宅","住宅","商業",80,500,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",6,15000000,"１Ｋ",20,"2002年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第2四半期","未改装","調停・競売等"
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",7,29000000,"２ＬＤＫ",55,"1983年","ＳＲＣ","住宅","住宅","準工業",60,200,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,12000000,"１Ｋ",15,"1990年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",7,16000000,"１Ｋ",25,"2006年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",6,21000000,"１Ｋ",20,"2005年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",2,42000000,"２ＬＤＫ",50,"1997年","ＲＣ","住宅","住宅","１種住居",60,200,"2016年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",5,42000000,"２ＬＤＫ",50,"1987年","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",5,30000000,"２ＬＤＫ",50,"1987年","ＲＣ","住宅","","近隣商業",80,300,"2016年第2四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","中延",6,25000000,"１ＤＫ",25,"1996年","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","中延",6,59000000,"３ＬＤＫ",65,"2002年","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","中延",6,19000000,"１Ｋ",25,"1996年","ＲＣ","住宅","","近隣商業",80,300,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","中延",7,45000000,"３ＬＤＫ",60,"2000年","ＲＣ","住宅","住宅","準工業",60,200,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",6,16000000,"１Ｋ",15,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",9,19000000,"",20,"2005年","ＲＣ","住宅","","商業",80,400,"2015年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",1,18000000,"３ＤＫ",40,"1975年","ＳＲＣ","住宅","住宅","商業",80,600,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",8,35000000,"１ＬＤＫ",55,"1975年","ＳＲＣ","住宅","","準工業",60,300,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",10,16000000,"１Ｋ",20,"2001年","ＲＣ","住宅","住宅","近隣商業",80,400,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",6,20000000,"１Ｒ",15,"2000年","ＳＲＣ","住宅","その他","商業",80,500,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",6,7000000,"１Ｋ",20,"1997年","ＲＣ","住宅","住宅","商業",80,500,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",12,32000000,"３ＬＤＫ",60,"1977年","ＲＣ","住宅","住宅","準工業",60,200,"2015年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",10,34000000,"２ＤＫ",45,"2004年","ＲＣ","住宅","住宅","商業",80,400,"2015年第2四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",11,37000000,"２ＬＤＫ",55,"1998年","ＲＣ","住宅","その他","準工業",60,200,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",10,39000000,"３ＬＤＫ",55,"1995年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",3,25000000,"３ＤＫ",55,"1970年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",11,19000000,"１Ｋ",20,"2013年","ＲＣ","住宅","その他","準工業",60,300,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",6,15000000,"１Ｋ",15,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",3,27000000,"",60,"1970年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",2,16000000,"１ＤＫ",30,"1977年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",6,38000000,"",50,"2000年","ＳＲＣ","住宅","住宅","商業",80,400,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",3,10000000,"２ＬＤＫ",60,"1970年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第1四半期","未改装","関係者間取引"
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",6,12000000,"１Ｋ",20,"1997年","ＲＣ","住宅","住宅","商業",80,500,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",6,15000000,"１Ｒ",15,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",11,43000000,"３ＬＤＫ",70,"1998年","ＲＣ","住宅","住宅","準工業",60,200,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",10,15000000,"１Ｋ",20,"","ＲＣ","住宅","住宅","準工業",60,300,"2015年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",13,24000000,"２ＬＤＫ",55,"1981年","ＲＣ","住宅","住宅","準工業",60,200,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",5,27000000,"１Ｋ",20,"","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",6,43000000,"１ＬＤＫ",40,"2016年","ＲＣ","住宅","住宅","準工業",60,200,"2016年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",5,24000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",5,23000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",7,17000000,"１ＬＤＫ",20,"1998年","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",6,41000000,"１ＬＤＫ",40,"2016年","ＲＣ","住宅","その他","準工業",60,200,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",7,18000000,"１Ｋ",20,"1998年","ＲＣ","住宅","住宅","近隣商業",80,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",2,22000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","準工業",60,200,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",7,16000000,"１Ｋ",20,"1998年","ＲＣ","住宅","その他","近隣商業",80,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",3,32000000,"２ＬＤＫ",60,"1970年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",13,35000000,"２ＬＤＫ",55,"1981年","ＲＣ","住宅","住宅","準工業",60,200,"2016年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",3,20000000,"２ＬＤＫ",50,"1970年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",3,26000000,"３ＤＫ",50,"1970年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",3,22000000,"３ＬＤＫ",60,"1970年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",8,16000000,"３ＬＤＫ",55,"1975年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",12,8400000,"１ＤＫ",25,"1977年","ＲＣ","住宅","住宅","準工業",60,200,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",1,17000000,"２ＤＫ",40,"1975年","ＳＲＣ","住宅","住宅","商業",80,600,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","南大井","大森(東京)",1,16000000,"２ＤＫ",40,"1975年","ＳＲＣ","住宅","住宅","商業",80,600,"2016年第3四半期","未改装",""
