"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,50000000,"２ＬＤＫ",45,"1984年","ＳＲＣ","住宅","住宅","商業",80,400,"2021年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,43000000,"２ＬＤＫ",50,"1983年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,70000000,"３ＬＤＫ",60,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,21000000,"１Ｋ",20,"1983年","ＲＣ","住宅","その他","１低住専",60,150,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,52000000,"１ＬＤＫ",40,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,110000000,"２ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,20000000,"",15,"2003年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,280000000,"３ＬＤＫ",230,"1987年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,26000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,95000000,"２ＬＤＫ",70,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,23000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,82000000,"１ＬＤＫ",75,"2001年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,24000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2021年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,38000000,"１ＤＫ",40,"2004年","ＲＣ","","住宅","商業",80,700,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,28000000,"１Ｋ",20,"2015年","ＲＣ","住宅","住宅","商業",80,500,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,21000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,700,"2021年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,26000000,"１Ｋ",15,"2004年","ＲＣ","住宅","住宅","商業",80,700,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,29000000,"１Ｋ",20,"2015年","ＲＣ","住宅","住宅","商業",80,500,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,38000000,"１ＤＫ",35,"2004年","ＲＣ","住宅","住宅","商業",80,700,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,57000000,"３ＬＤＫ",60,"1997年","ＳＲＣ","","住宅","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,15000000,"１Ｋ",20,"1985年","ＳＲＣ","住宅","その他","商業",80,500,"2020年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,99000000,"２ＬＤＫ",70,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,73000000,"２ＬＤＫ",55,"2013年","ＲＣ","住宅","住宅","商業",80,800,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,29000000,"１Ｋ",20,"2004年","ＲＣ","住宅","その他","商業",80,700,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,26000000,"１Ｋ",20,"2001年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2020年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,14000000,"１Ｋ",20,"1985年","ＳＲＣ","","住宅","商業",80,500,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,25000000,"１Ｋ",20,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,45000000,"１ＤＫ",40,"2004年","ＲＣ","住宅","その他","商業",80,700,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,25000000,"１Ｋ",25,"2004年","ＲＣ","住宅","住宅","商業",80,700,"2020年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",3,30000000,"１Ｋ",20,"2015年","ＲＣ","住宅","住宅","商業",80,700,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,15000000,"１Ｋ",20,"1983年","ＲＣ","住宅","住宅","１低住専",60,150,"2020年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,130000000,"３ＬＤＫ",85,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,88000000,"２ＬＤＫ",65,"2016年","ＲＣ","住宅","住宅","商業",80,800,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,24000000,"１ＤＫ",20,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,40000000,"２ＬＤＫ",45,"1971年","ＳＲＣ","住宅","住宅","商業",80,600,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,18000000,"１Ｋ",15,"1998年","ＲＣ","住宅","住宅","商業",80,500,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,110000000,"３ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,94000000,"２ＬＤＫ",65,"2010年","ＲＣ","","住宅","準工業",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,72000000,"１ＬＤＫ",50,"2010年","ＲＣ","","住宅","準工業",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,25000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,71000000,"２ＬＤＫ",55,"2013年","ＲＣ","住宅","住宅","商業",80,800,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,27000000,"１Ｋ",20,"2019年","ＲＣ","住宅","住宅","商業",80,500,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,55000000,"２ＬＤＫ",50,"2000年","ＳＲＣ","住宅","住宅","準工業",60,300,"2020年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,65000000,"１ＬＤＫ",45,"2002年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,92000000,"２ＬＤＫ",65,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,89000000,"２ＬＤＫ",70,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,29000000,"１Ｋ",20,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,24000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",3,32000000,"１Ｋ",20,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,22000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,54000000,"１ＬＤＫ",50,"1998年","ＲＣ","住宅","","１中住専",60,200,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,30000000,"１Ｋ",20,"2015年","ＲＣ","","その他","商業",80,500,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",1,29000000,"１Ｋ",20,"2015年","ＲＣ","住宅","その他","商業",80,700,"2020年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,67000000,"",55,"2013年","ＲＣ","","住宅","商業",80,800,"2020年第2四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,37000000,"１Ｋ",40,"2001年","ＳＲＣ","住宅","","商業",80,700,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,27000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,93000000,"２ＬＤＫ",85,"1998年","ＲＣ","住宅","住宅","１中住専",60,200,"2020年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,47000000,"１ＬＤＫ",40,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2020年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,29000000,"１Ｋ",20,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,26000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,41000000,"２ＬＤＫ",45,"1984年","ＳＲＣ","住宅","住宅","商業",80,400,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,25000000,"１Ｒ",20,"2012年","ＲＣ","住宅","その他","商業",80,500,"2020年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,23000000,"１Ｋ",15,"2003年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,110000000,"２ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,110000000,"３ＬＤＫ",75,"2016年","ＲＣ","住宅","住宅","商業",80,800,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,100000000,"２ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,22000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,80000000,"２ＬＤＫ",55,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,60000000,"２ＬＤＫ",70,"2011年","ＲＣ","","住宅","１低住専",60,150,"2020年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,23000000,"１Ｋ",20,"2001年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,16000000,"１Ｋ",15,"1996年","ＳＲＣ","","住宅","商業",80,500,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,43000000,"１ＤＫ",45,"2003年","ＲＣ","住宅","住宅","２種住居",60,400,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,38000000,"１ＤＫ",45,"1979年","ＳＲＣ","住宅","住宅","商業",80,600,"2020年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,56000000,"２ＬＤＫ",55,"2002年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",3,31000000,"１Ｋ",25,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,37000000,"１ＤＫ",25,"2001年","ＳＲＣ","住宅","住宅","２種住居",60,400,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,28000000,"",20,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2020年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,75000000,"３ＬＤＫ",70,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",3,27000000,"１Ｋ",20,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2020年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,100000000,"３ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,25000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2019年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,12000000,"１Ｋ",20,"1985年","ＳＲＣ","住宅","住宅","商業",80,500,"2019年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,50000000,"１ＬＤＫ",50,"1984年","ＳＲＣ","","住宅","商業",80,400,"2019年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,54000000,"１ＬＤＫ",40,"2010年","ＲＣ","","その他","準工業",60,300,"2019年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,99000000,"２ＬＤＫ",65,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,30000000,"１Ｋ",20,"2004年","ＲＣ","","住宅","商業",80,500,"2019年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,34000000,"１Ｋ",20,"2019年","ＲＣ","住宅","住宅","２種住居",60,400,"2019年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,100000000,"３ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,77000000,"２ＤＫ",55,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,34000000,"１Ｋ",20,"2019年","ＲＣ","住宅","住宅","２種住居",60,400,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,26000000,"１Ｋ",20,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2019年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,45000000,"１ＬＤＫ＋Ｓ",55,"2003年","ＲＣ","","住宅","商業",80,600,"2019年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,29000000,"１ＬＤＫ",35,"1979年","ＳＲＣ","","住宅","商業",80,600,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,120000000,"３ＬＤＫ",80,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",1,32000000,"１Ｒ",20,"2015年","ＲＣ","住宅","住宅","商業",80,700,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,28000000,"１Ｋ",20,"2006年","ＳＲＣ","","住宅","商業",80,800,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,29000000,"",20,"2006年","ＳＲＣ","","住宅","商業",80,800,"2019年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,37000000,"１Ｋ",40,"2001年","ＳＲＣ","住宅","住宅","商業",80,700,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,26000000,"１Ｋ",20,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2019年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,62000000,"１ＤＫ",40,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,26000000,"１Ｋ",20,"2004年","ＲＣ","","","商業",80,500,"2019年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,12000000,"１Ｒ",20,"1980年","ＳＲＣ","","住宅","商業",80,500,"2019年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,110000000,"２ＤＫ",80,"2010年","ＲＣ","","住宅","準工業",60,300,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,23000000,"１Ｋ",20,"1998年","ＲＣ","","住宅","商業",80,500,"2019年第2四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,62000000,"２ＬＤＫ",65,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,25000000,"１Ｋ",20,"2004年","ＲＣ","","住宅","商業",80,500,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,21000000,"１Ｋ",15,"2003年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第2四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,29000000,"１Ｋ",20,"2006年","ＳＲＣ","","住宅","商業",80,800,"2019年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,24000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,77000000,"２ＬＤＫ",60,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,76000000,"",55,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,70000000,"１ＬＤＫ",50,"2010年","ＲＣ","住宅","","準工業",60,300,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,21000000,"１Ｋ",25,"2004年","ＲＣ","住宅","","商業",80,700,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,82000000,"２ＬＤＫ",60,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2019年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,51000000,"３ＬＤＫ",85,"1979年","ＳＲＣ","住宅","住宅","商業",80,600,"2019年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,25000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2019年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,22000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2019年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",10,31000000,"１ＬＤＫ＋Ｓ",40,"1976年","ＲＣ","住宅","","準工業",60,300,"2019年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,60000000,"１ＬＤＫ",40,"2016年","ＲＣ","住宅","住宅","商業",80,800,"2019年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,95000000,"２ＬＤＫ",75,"2010年","ＲＣ","","住宅","準工業",60,300,"2019年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,86000000,"２ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,24000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,500,"2018年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",7,1500000,"２ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,74000000,"１ＬＤＫ",50,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,21000000,"１ＬＤＫ",35,"1979年","ＳＲＣ","住宅","その他","商業",80,600,"2018年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,120000000,"３ＬＤＫ",95,"1998年","ＲＣ","住宅","住宅","１低住専",60,150,"2018年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,17000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","その他","商業",80,500,"2018年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,26000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","商業",80,700,"2018年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",9,16000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","その他","２種住居",60,400,"2018年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,59000000,"３ＬＤＫ",60,"1997年","ＳＲＣ","住宅","住宅","準工業",60,300,"2018年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,72000000,"２ＬＤＫ",55,"2016年","ＲＣ","住宅","","商業",80,800,"2018年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,79000000,"１ＬＤＫ",55,"2016年","ＲＣ","住宅","","商業",80,800,"2018年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,18000000,"１Ｋ",20,"1980年","ＳＲＣ","住宅","住宅","商業",80,500,"2018年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,23000000,"１Ｋ",15,"2003年","ＲＣ","","住宅","準工業",60,300,"2018年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,77000000,"２ＬＤＫ",60,"2008年","ＲＣ","","住宅","準工業",60,300,"2018年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,24000000,"１Ｋ",25,"1984年","ＳＲＣ","住宅","住宅","商業",80,400,"2018年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,71000000,"３ＬＤＫ",75,"2009年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,21000000,"１Ｋ",20,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2018年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,23000000,"１Ｋ",20,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2018年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,22000000,"",25,"1984年","ＳＲＣ","住宅","住宅","商業",80,400,"2018年第2四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,14000000,"１Ｋ",15,"1996年","ＳＲＣ","住宅","住宅","商業",80,500,"2018年第2四半期","未改装",""
